Phồn_thể,Giản_thể,Pinyin,Phiên_âm_Hán_Việt,Số_âm_HV,Tần_suất_rank
䋞,䋞,wǎng,~võng,1,
䋟,䋟,jì,~kế,1,
䋠,䋠,bǔ,bảo,1,
䋡,䋡,chú,thù,1,
䋢,䋢,biē,~biệt,1,
䋣,䋣,fán,~phồn,1,
䋤,䋤,yuè,~dược,1,
䋥,䋥,lí,lưới,1,
䋦,䋦,fán,mối,1,
䋧,䋧,qú,cù,1,
䋨,䋨,fǔ,~phủ,1,
䋩,䋩,ér,~nhi,1,
䋪,䋪,ē,a,1,
䋫,䋫,zhēng,~tranh,1,
䋬,䋬,tiān,~thiên,1,
䋭,䋭,yù,~luột,1,
䋮,䋮,jìn,~tuấn,1,
䋯,䋯,qǐ,khánh,1,
䋰,䋰,jú,~cúc,1,
䋱,䋱,lái,~lai,1,
䋲,䋲,chě,~xả,1,
䋳,䋳,běi,~bắc,1,
䋴,䋴,niù,~nữu,1,
䋵,䋵,yì,~ải,1,
䋶,䋶,xǔ,~hủ,1,
䋷,䋷,móu,~mâu,1,
䋸,䋸,xún,tuần,1,
䋹,䌿,fú,~phất,1,
䋺,䋺,chǐ,suy,1,
䋻,䌾,nín,~nâm,1,
䋼,䋼,tīng,~đinh,1,
䋽,䋽,běng,~bổng,1,
䋾,䋾,zhǎ,~trả,1,
䋿,䋿,wēi,~uy,1,
䌀,䌀,kē,khoa,1,
䌁,䌁,yāo,~yêu,1,
䌂,䌂,òu,~âu,1,
䌃,䌃,xiāo,tiêu,1,
䌄,䌄,gěng,~cảnh,1,
䌅,䌅,táng,đường,1,
䌆,䌆,guì,~quý,1,
䌇,䌇,huì,~gói,1,
䌈,䌈,tā,tháp,1,
䌉,䌉,shéng,thằng,1,
䌊,䌊,yáo,~diêu,1,
䌋,䌋,dā,đáp,1,
䌌,䌌,qì,~khí,1,
䌍,䌍,jǐn,~khẩn,1,
䌎,䌎,lüè,lược,1,
䌐,䌐,mì,mịch,1,
䌑,䌑,jiān,kiên,1,
䌒,䌒,lù,lục,1,
䌓,䌓,fán,~phồn,1,
䌔,䌔,ōu,~âu,1,
䌕,䌕,mí,mi,1,
䌖,䌖,jié,~kết,1,
䌗,䌗,fǔ,~phủ,1,
䌘,䌘,biè,~biệt,1,
䌙,䌙,huàng,~hoảng,1,
䌚,䌚,sū,túc,1,
䌛,䌛,yáo,~diêu,1,
䌜,䌜,niè,~chắp,1,
䌝,䌝,jīn,~câm,1,
䌞,䌞,liǎn,~liễm,1,
䌟,䌟,bó,~phu,1,
䌠,䌠,jiān,~kiêm,1,
䌡,䌡,tǐ,thể,1,
䌢,䌢,líng,~trăng,1,
䌣,䌣,zuǎn,~toản,1,
䌤,䌤,shī,~thi,1,
䌥,䌥,yǐn,dẫn,1,
䌦,䌦,dào,~đạo,1,
䌧,䌧,chóu,~trù,1,
䌨,䌨,cā,~xát,1,
䌩,䌩,miè,~miệt,1,
䌪,䌪,yǎn,~diễn,1,
䌫,䌫,lǎn,~lãm,1,
䌬,䌬,chóng,~trùng,1,
䌭,䌭,jiāo,tiêu,1,
䌮,䌮,shuāng,~sương,1,
䌯,䌯,quān,huyên,1,
䌰,䌰,niè,~chắp,1,
䌱,䌱,luò,~lạc,1,
䌲,䌲,chóu,trù,1,
䌳,䌳,shī,~thi,1,
䌴,䌴,luò,~lạc,1,
䌵,䌵,zhú,~chúc,1,
䌶,䌶,zhì,chỉ,1,
䌷,䌷,chōu,~thù,1,
䌸,䌸,juàn,quyến,1,
䌹,䌹,jiǒng,quýnh,1,
䌺,䌺,ěr,~nhĩ,1,
䌻,䌻,yì,~ải,1,
䌼,䌼,ruì,~nhuế,1,
䌽,䌽,cǎi,~thái,1,
䌾,䌾,rén,~nhân,1,
䌿,䌿,fú,~phất,1,
䍀,䍀,lán,lam,1,
䍁,䍁,suì,~huệ,1,
䍂,䍂,yú,~du,1,
䍃,䍃,yóu,~du,1,
䍄,䍄,diǎn,điểm,1,
䍅,䍅,líng,~linh,1,
䍆,䍆,zhù,~chú,1,
䍇,䍇,tà,đạp,1,
䍈,䍈,píng,bình,1,
䍉,䍉,zhǎi,~trách,1,
䍊,䍊,jiāo,giao,1,
䍋,䍋,chuí,thùy,1,
䍌,䍌,bù,~bộ,1,
䍍,䍍,kòu,~khấu,1,
䍎,䍎,cùn,~thốn,1,
䍐,䍐,hǎn,khản,1,
䍑,䍑,hǎn,khản,1,
䍒,䍒,mǒu,~mỗ,1,
䍓,䍓,hù,hộ,1,
䍔,䍔,gōng,~cung,1,
䍕,䍕,dī,~đây,1,
䍖,䍖,fú,~phù,1,
䍗,䍗,xuàn,~huyễn,1,
䍘,䍘,mí,~mi,1,
䍙,䍙,méi,~môi,1,
䍚,䍚,làng,lãng,1,
䍛,䍛,gù,cố,1,
䍜,䍜,zhào,tráo,1,
䍝,䍝,tà,~đạp,1,
䍞,䍞,yù,vực,1,
䍟,䍟,zòng,~tống,1,
䍠,䍠,lí,~li,1,
䍡,䍡,lù,lục,1,
䍢,䍢,wú,~ngô,1,
䍣,䍣,léi,~lôi,1,
䍤,䍤,jǐ,~kỉ,1,
䍥,䍥,lì,lịch,1,
䍦,䍠,lí,~li,1,
䍧,䍧,zāng,tang,1,
䍨,䍨,pō,~bát,1,
䍩,䍩,yǎng,~dưỡng,1,
䍪,䍪,wà,~vạt,1,
䍫,䍫,tuó,đà,1,
䍬,䍬,pēng,~phanh,1,
䍭,䍭,zhú,trục,1,
䍮,䍮,zhào,~triệu,1,
䍯,䍯,guǐ,~quỷ,1,
䍰,䍰,shàn,tiên,1,
䍱,䍱,xú,~dừa,1,
䍲,䍲,nái,~nai,1,
䍳,䍳,què,quyết,1,
䍴,䍴,wěi,~vĩ,1,
䍵,䍵,zhēng,~tranh,1,
䍶,䍶,dōng,đông,1,
䍷,䍷,wěi,vĩ,1,
䍸,䍸,bó,bác,1,
䍹,䍹,shān,~thiên,1,
䍺,䍺,huàn,hoàn,1,
䍻,䍻,xuàn,~huyễn,1,
䍼,䍼,zān,~trâm,1,
䍽,䍽,lì,lịch,1,
䍾,䍾,yǎn,~yểm,1,
䍿,䍿,huáng,hoàng,1,
䎀,䎀,xuè,~huyết,1,
䎁,䎁,hú,hồ,1,
䎂,䎂,bǎo,bảo,1,
䎃,䎃,rǎn,~nhiễm,1,
䎄,䎄,xiāo,~tiêu,1,
䎅,䎅,pò,~phách,1,
䎆,䎆,liào,liệu,1,
䎇,䎇,zhōu,~chu,1,
䎈,䎈,yì,~dực,1,
䎉,䎉,xù,~tuất,1,
䎊,䎊,luò,~lạc,1,
䎋,䎋,kào,khảo,1,
䎌,䎌,chù,~súc,1,
䎍,䎍,liáo,liêu,1,
䎎,䎎,nà,~na,1,
䎏,䎏,hán,~hàm,1,
䎐,䎐,chǎo,~sao,1,
䎑,䎑,lù,lục,1,
䎒,䎒,zhǎn,~triển,1,
䎓,䎓,tà,đạp,1,
䎔,䎔,fū,phu,1,
䎕,䎕,hōng,~huênh,1,
䎖,䎖,zēng,~tăng,1,
䎗,䎗,qiáo,kiều,1,
䎘,䎘,sù,túc,1,
䎙,䎙,pīn,~phanh,1,
䎚,䎚,guàn,~quán,1,
䎜,䎜,hūn,~hôn,1,
䎝,䎝,chú,chú,1,
䎟,䎟,ér,~nhi,1,
䎠,䎠,ér,~nhi,1,
䎡,䎡,ruǎn,~nhuyễn,1,
䎢,䎢,qǐ,~khất,1,
䎣,䎣,sì,~tỷ,1,
䎤,䎤,jú,cục,1,
䎦,䎦,yǎn,~yểm,1,
䎧,䎧,bàng,bạng,1,
䎨,䎨,yè,~diệp,1,
䎩,䎩,zī,~tư,1,
䎪,䎪,nè,~nọi,1,
䎫,䎫,chuàng,~sáng,1,
䎬,䎬,bà,~bá,1,
䎭,䎭,cāo,~thao,1,
䎮,䎮,tì,~thế,1,
䎯,䎯,hàn,hán,1,
䎰,䎰,zuó,~tạc,1,
䎱,䎬,bà,~bá,1,
䎲,䎲,zhé,~trích,1,
䎳,䎳,wà,~vạt,1,
䎴,䎴,gēng,canh,1,
䎵,䎵,bì,bí,1,
䎶,䎶,èr,nhị,1,
䎷,䎷,zhù,chú,1,
䎸,䎸,wù,ngộ,1,
䎹,䎹,wén,~văn,1,
䎺,䎺,zhì,~chế,1,
䎻,䎻,zhòu,~trứu,1,
䎼,䎼,lù,lục,1,
䎽,䎽,wén,~văn,1,
䎾,䎾,gǔn,~cổn,1,
䎿,䎿,qiú,~cầu,1,
䏀,䏀,là,~lạt,1,
䏁,䏁,zǎi,tể,1,
䏂,䏂,sǒu,~tẩu,1,
䏃,䏃,mián,miên,1,
䏄,䏄,dǐ,~để,1,
䏅,䏅,qì,thế,1,
䏆,䏆,cáo,tào,1,
䏇,䏇,piào,phiếu,1,
䏈,䏈,lián,loan,1,
䏉,䏉,shī,~thi,1,
䏊,䏊,lóng,~lung,1,
䏋,䏋,sù,túc,1,
䏌,䏌,qì,~ngật,1,
䏍,䏍,yuàn,~nguyện,1,
䏎,䏎,féng,phùng,1,
䏏,䏏,xū,~tư,1,
䏐,䏐,jué,quyết,1,
䏑,䏑,dì,~đế,1,
䏒,䏒,piàn,phiến,1,
䏓,䏓,guǎn,quản,1,
䏔,䏔,niǔ,~nữu,1,
䏕,䏕,rèn,nhẫm,1,
䏖,䏖,zhèn,~trẫm,1,
䏗,䏗,gài,~cái,1,
䏘,䏘,pì,thất,1,
䏙,䏙,tǎn,~đán,1,
䏚,䏚,chǎo,~sao,1,
䏛,䏛,chǔn,xuẩn,1,
䏜,䏜,hē,~ha,1,
䏝,䏝,zhuān,chuyên,1,
䏞,䏞,mò,~một,1,
䏟,䏟,bié,~tất,1,
䏠,䏠,qì,~khí,1,
䏡,䏡,shì,thị,1,
䏢,䏢,bǐ,~bỉ,1,
䏣,䏣,jué,~cược,1,
䏤,䏤,sì,~tự,1,
䏥,䏥,màn,man,1,
䏦,䏦,guā,quát,1,
䏧,䏧,nà,da,1,
䏨,䏨,huǐ,~huỷ,1,
䏩,䏩,xī,~hật,1,
䏪,䏪,èr,nhị,1,
䏫,䏫,xiū,~tu,1,
䏬,䏬,móu,~mâu,1,
䏭,䏭,zhū,chu,1,
䏮,䏮,xí,~tập,1,
䏯,䏯,zhì,chí,1,
䏰,䏰,rùn,~nhuần,1,
䏱,䏱,jú,~cúc,1,
䏲,䏲,tī / dié,~điệt,1,
䏳,䏳,zhè,~chiết,1,
䏴,䏴,shào,teo,1,
䏵,䏵,měng,~mãnh,1,
䏶,䏶,bì,~phức,1,
䏷,䏷,hàn,hãn,1,
䏸,䏸,yú,~du,1,
䏹,䏹,xiàn,~hãm,1,
䏺,䏺,pāng,~bàng,1,
䏻,䏻,néng,năng,1,
䏼,䏼,cán,tàn,1,
䏽,䏽,bù,~bộ,1,
䏾,䏾,bèng,bàng / bọng,2,
䏿,䏿,qǐ,khải,1,
䐀,䐀,jì,~ký,1,
䐁,䐁,zhuó,đốc,1,
䐂,䐂,lù,lục,1,
䐃,䐃,jùn,~tuấn,1,
䐄,䐄,xiàn,hãm,1,
䐅,䐅,xī,~hật,1,
䐆,䐆,cǎi,~thải,1,
䐇,䐇,wěn,mẫn,1,
䐈,䐈,zhí,~chắc,1,
䐉,䐉,zì,chí,1,
䐊,䐊,kūn,~côn,1,
䐋,䐋,cōng,~thông,1,
䐌,䐌,tiǎn,~thiển,1,
䐍,䐍,chù,~xúc,1,
䐎,䐎,dī,~đây,1,
䐏,䐏,chǔn,xuẩn,1,
䐐,䐐,qiū,thu,1,
䐑,䐑,zhé,~tập,1,
䐒,䐒,zhā,~tra,1,
䐓,䐓,róu,~nậu,1,
䐔,䐔,bǐn,~tẫn,1,
䐕,䐕,jí,~tích,1,
䐖,䐖,xī,~hật,1,
䐗,䐗,zhū,~chu,1,
䐘,䐘,jué,cược,1,
䐙,䐙,gé,cách,1,
䐚,䐚,jī,~cơ,1,
䐛,䐛,dā,~đáp,1,
䐜,䐜,chēn,~xin,1,
䐝,䐝,suò,~tuất,1,
䐞,䐞,ruò,~nhược,1,
䐟,䐟,xiǎng,~hưởng,1,
䐠,䐠,huǎng,~hoảng,1,
䐡,䐡,qí,~tề,1,
䐢,䐢,zhù,~chú,1,
䐣,䐣,sǔn,~sụn,1,
䐤,䐤,chāi,~sách,1,
䐥,䐥,wěng,ỏng,1,
䐦,䐦,kē,~khoa,1,
䐧,䐧,kào,hao,1,
䐨,䐨,gǔ,~cổ,1,
䐩,䐩,gāi,cai,1,
䐪,䐪,fàn,tuấn,1,
䐫,䐫,cōng,~thông,1,
䐬,䐬,cáo,tào,1,
䐭,䐭,zhì,giái,1,
䐮,䐮,chǎn,~thảm,1,
䐯,䐯,léi,~lôi,1,
䐰,䐰,xiū,~tu,1,
䐱,䐱,zhài,~trại,1,
䐲,䐲,zhé,tập,1,
䐳,䐳,yú,~du,1,
䐴,䐴,guì,guốc,1,
䐵,䐵,gōng,~cung,1,
䐶,䐶,zān,trâm,1,
䐷,䐷,dān,đan,1,
䐸,䐸,huò,~hoắc,1,
䐹,䐹,sōu,~sưu,1,
䐺,䐺,tàn,~thán,1,
䐻,䐻,gū,cô,1,
䐼,䐼,xì,hệ,1,
䐾,䐾,duó,đạc,1,
䐿,䐿,ào,áo,1,
䑀,䑀,pì,~bị,1,
䑁,䑁,wù,ốc,1,
䑂,䑂,ǎi,~ái,1,
䑃,䑃,méng,mông,1,
䑄,䑄,pì,bị,1,
䑅,䑅,méng,~mông,1,
䑆,䑆,yǎng,~dưỡng,1,
䑇,䑇,zhì,chất,1,
䑈,䑈,bó,bẹo,1,
䑉,䑉,yíng,~doanh,1,
䑊,䑊,wéi,~vi,1,
䑋,䑋,rǎng,~nhường,1,
䑌,䑌,lán,~lan,1,
䑍,䑍,yān,~yên,1,
䑎,䑎,chǎn,thảm,1,
䑏,䑏,quán,quyền,1,
䑐,䑐,zhěn,~chẩn,1,
䑑,䑑,pú,bộc,1,
䑒,䑒,shé,thiết,1,
䑓,䑓,tái,~thai,1,
䑔,䑔,fèi,~phí,1,
䑕,䑕,shǔ,thử,1,
䑗,䑗,dàng,đường,1,
䑘,䑘,cuó,~ta,1,
䑙,䑙,tān,~than,1,
䑚,䑚,tián,điềm,1,
䑛,䑛,chǐ,thị,1,
䑜,䑜,tà,tháp,1,
䑝,䑝,jiǎ,giả,1,
䑞,䑞,shùn,~thuấn,1,
䑟,䑟,huáng,hoàng,1,
䑠,䑠,liǎo,~rẻo,1,
䑡,䑡,chài,đạ,1,
䑢,䑢,tì,thế,1,
䑣,䑣,chēn,~sâm,1,
䑤,䑤,jìn,khấm,1,
䑥,䑥,è,~ngạc,1,
䑦,䑦,gōu,~câu,1,
䑧,䑧,fú,phu,1,
䑨,䑨,duò,đà,1,
䑩,䑩,chóu,trù,1,
䑪,䑪,è,~ngạc,1,
䑫,䑫,bēng,~banh,1,
䑬,䑬,tāo,~thao,1,
䑭,䑭,dì,đế,1,
䑯,䑯,dì,~đế,1,
䑰,䑰,bù,~bộ,1,
䑱,䑱,wǎn,~oản,1,
䑲,䑲,zhào,~triệu,1,
䑳,䑳,lún,lân,1,
䑴,䑴,qí,kì,1,
䑵,䑵,mù,mục,1,
䑶,䑶,qiàn,~khiếm,1,
䑸,䑸,zōng,~tông,1,
䑹,䑹,sōu,~sưu,1,
䑺,䑺,méi,mê,1,
䑻,䑻,yóu,~du,1,
䑼,䑼,zhōu,~chu,1,
䑽,䑽,tà,~đạp,1,
䑿,䑿,sù,túc,1,
䒀,䒀,bù,~bộ,1,
䒁,䒁,xí,tập,1,
䒂,䒂,jiǎng,tưởng,1,
䒃,䒃,cào,~tháo,1,
䒄,䒄,fù,~phụ,1,
䒅,䒅,téng,đằng,1,
䒆,䒆,chè,triệt,1,
䒇,䒇,fù,~phụ,1,
䒈,䒈,fèi,phi,1,
䒉,䒉,wǔ,vũ,1,
䒊,䒊,xī,~hi,1,
䒋,䒋,yǎng,dưỡng,1,
䒌,䒌,mìng,mệnh,1,
䒍,䒍,pǎng,~bảng,1,
䒎,䒎,mǎng,~mãng,1,
䒏,䒏,sēng,~man,1,
䒐,䒐,méng,~mông,1,
䒑,䒑,cǎo,~thảo,1,
䒒,䒒,tiáo,~điêu,1,
䒓,䒓,kǎi,~khải,1,
䒔,䒔,bài,bái,1,
䒕,䒕,xiǎo,tiểu,1,
䒖,䒖,xìn,~tín,1,
䒗,䒗,qì,~tập,1,
䒘,䒘,gōng,oanh,1,
䒚,䒚,shǎo,tiểu,1,
䒛,䒛,huàn,hoạn,1,
䒜,䒜,niú,ngâu,1,
䒝,䒝,xiáo,~hào,1,
䒞,䒞,chén,~thần,1,
䒟,䒟,dān,đan,1,
䒠,䒠,fēng,phong,1,
䒡,䒡,yǐn,~dẫn,1,
䒢,䒢,áng,ngang,1,
䒣,䒣,rǎn,~nhiễm,1,
䒤,䒤,rì,~nhật,1,
䒥,䒥,mán,môn,1,
䒦,䒦,fàn,phiến,1,
䒧,䒧,qū,~khúc,1,
䒨,䒨,shǐ,~sử,1,
䒩,䒩,hé,hoà,1,
䒪,䒪,biàn,biện,1,
䒫,䒫,dài,~đại,1,
䒬,䒬,mò,mạc,1,
䒭,䒭,děng,đẳng,1,
䒰,䒰,kuāng,~khuông,1,
䒱,䒱,zhēng,chưng,1,
䒲,䒲,chà,~sá,1,
䒳,䒳,duǒ,~đoá,1,
䒴,䒴,yǒu,~dửu,1,
䒵,䒵,hào,~hạo,1,
䒶,䒶,tiān,thiên,1,
䒷,䒷,guā,cô,1,
䒸,䒸,xuè,huyết,1,
䒹,䒹,lèi,~lệ,1,
䒺,䒺,jǐn,~ngẩn,1,
䒻,䒻,qǐ,~khỉ,1,
䒼,䒼,qū,khúc,1,
䒽,䒽,wǎng,~võng,1,
䓂,䓂,yán,~nguyên,1,
䓃,䓃,yì,~nghệ,1,
䓄,䓄,yín,ngân,1,
䓅,䓅,qí,cần,1,
䓆,䓆,zhé,~triết,1,
䓇,䓇,xì,~tích,1,
䓈,䓈,yì,~nghệ,1,
䓉,䓉,yé,~gia,1,
䓊,䓊,wú,ngô,1,
䓋,䓋,zhī,~chi,1,
䓌,䓌,zhì,chí,1,
䓍,䓍,hǎn,khản,1,
䓎,䓎,chuò,~xúc,1,
䓏,䓏,fū,phu,1,
䓐,䓐,chún,thuần,1,
䓑,䓑,píng,bình,1,
䓒,䓒,kuǎi,quảy,1,
䓓,䓓,chóu,~trù,1,
䓕,䓕,tuǒ,~thỏa,1,
䓖,䓖,qióng,cung,1,
䓗,䓗,cōng,~thông,1,
䓘,䓘,gāo,~cao,1,
䓙,䓙,kuā,~khoa,1,
䓚,䓚,qū,~khúc,1,
䓛,䓛,qū,~khúc,1,
䓜,䓜,zhī,~chi,1,
䓝,䓝,mèng,~mộng,1,
䓞,䓞,lì,~lị,1,
䓟,䓟,zhōu,~chu,1,
䓠,䓠,tà,~đạp,1,
䓡,䓡,zhī,~chi,1,
䓢,䓢,gù,cố,1,
䓣,𬜯,liǎng,lưỡng,1,
䓤,䓤,hū,~hốt,1,
䓥,䓥,là,lạt,1,
䓦,䓦,diǎn,điển,1,
䓧,䓧,cì,~thuốc,1,
䓨,䓨,yīng,anh,1,
䓫,䓫,qí,kì,1,
䓬,䓬,zhuó,~đốt,1,
䓭,䓭,chà,~sá,1,
䓮,䓮,mào,mậu,1,
䓯,䓯,dú,độc,1,
䓰,䓰,yīn,~nhân,1,
䓱,䓱,chái,sài,1,
䓲,䓲,ruì,~nối,1,
䓳,䓳,hěn,~ngận,1,
䓴,䓴,ruǎn,~nhuyễn,1,
䓵,䓵,fū,phu,1,
䓶,䓶,lài,lại,1,
䓷,䓷,xìng,~hành,1,
䓸,䓸,jiān,~gian,1,
䓹,䓹,yì,~nghệ,1,
䓺,䓺,měi,~mĩ,1,
䓼,䓼,máng,mang,1,
䓽,䓽,jì,~ký,1,
䓾,䓾,suō,~thoa,1,
䓿,䓿,hàn,hám,1,
䔀,䔀,xū,tu,1,
䔁,䔁,lì,~lị,1,
䔂,䔂,zǐ,~chỉ,1,
䔃,䔃,zǔ,~trở,1,
䔄,䔄,yáo,~diêu,1,
䔅,䔅,gē,ca,1,
䔆,䔆,lí,~lê,1,
䔇,䔇,qǐ,~khỉ,1,
䔈,䔈,gòng,cống,1,
䔉,䔉,lì,~lị,1,
䔊,䔊,bīng,~băng,1,
䔋,䔋,suō,~thoa,1,
䔌,䔌,hú,hồ,1,
䔎,䔎,sù,~túc,1,
䔏,䔏,chòu,~hú,1,
䔐,䔐,jiān,~gian,1,
䔑,䔑,xié,tà,1,
䔒,䔒,bèi,bụi,1,
䔓,䔓,xǔ,~hủ,1,
䔔,䔔,jìng,~kính,1,
䔕,䔕,pú,bồ,1,
䔖,䔖,líng,~lăng,1,
䔗,䔗,xiáng,tường,1,
䔘,䔘,zuò,~tộ,1,
䔙,䔙,diào,điếu,1,
䔚,䔚,chún,thuần,1,
䔛,䔛,qǐng,khoảnh,1,
䔜,䔜,nán,nam,1,
䔝,䔝,zhāi,trai,1,
䔞,䔞,lǜ,~luật,1,
䔟,䔟,yí,~di,1,
䔠,䔠,shǎo,~tiểu,1,
䔡,䔡,yú,~du,1,
䔢,䔢,huá,hoa,1,
䔣,䔣,lí,lê,1,
䔤,䔤,pā,bát,1,
䔥,䔥,xiāo,tiêu,1,
䔧,䔧,lí,~lê,1,
䔪,䔪,shuǎng,tảng,1,
䔬,䔬,yì,~nghệ,1,
䔭,䔭,nìng,~nính,1,
䔮,䔮,sī,~tư,1,
䔯,䔯,kù,~khố,1,
䔰,䔰,fù,~phụ,1,
䔱,䔱,yī,~y,1,
䔲,䔲,dēng,đắng,1,
䔳,䔳,rán,~nhiên,1,
䔴,䔴,cè,trắc,1,
䔵,䔵,lán,lan,1,
䔶,䔶,tí,đề,1,
䔷,䔷,qín,cầm,1,
䔸,䔸,biǎo,~biểu,1,
䔹,䔹,suì,~toại,1,
䔺,䔺,wéi,~vi,1,
䔻,䔻,dūn,~đôn,1,
䔼,䔼,sè,~sắc,1,
䔽,䔽,ài,ái,1,
䔾,䔾,qì,~tập,1,
䔿,䔿,zǔn,~tỗn,1,
䕀,䕀,kuǎn,khoản,1,
䕁,䕁,fěi,phỉ,1,
䕃,䕃,yìn,~ấn,1,
䕄,䕄,zhēng,chưng,1,
䕅,䕅,sǎo,tẩu,1,
䕆,䕆,dòu,đậu,1,
䕇,䕇,huì,~cói,1,
䕈,䕈,xiè,~giới,1,
䕉,䕉,zé,~trách,1,
䕊,䕊,tán,~đàm,1,
䕋,䕋,táng,đường,1,
䕌,䕌,zhì,~chí,1,
䕍,䕍,yì,~nghệ,1,
䕎,䕎,fú,~phù,1,
䕏,䕏,é,nga,1,
䕑,䕑,jùn,~tuấn,1,
䕒,䕒,jiā,gia,1,
䕓,䕓,chá,~trà,1,
䕔,䕔,xián,hàm,1,
䕕,䕕,màn,~mơn,1,
䕖,䕖,shù,thuật,1,
䕗,䕗,bì,bị,1,
䕘,䕘,líng,~lăng,1,
䕙,䕙,jié,tiệp,1,
䕚,䕚,kuì,quỹ,1,
䕛,䕛,jiá,giáp,1,
䕝,䕝,chēng,sắng,1,
䕞,䕞,làng,lãng,1,
䕟,䕟,xīng,~tinh,1,
䕠,䕠,fèi,~nào,1,
䕡,䕡,lǘ,~lư,1,
䕢,䕢,zhǎ,trả,1,
䕣,䕣,hé,~hà,1,
䕤,䕤,jī,kì,1,
䕥,䕥,nǐ,~nghĩ,1,
䕦,䕦,yíng,~giềng,1,
䕧,䕧,xiào,giao,1,
䕨,䕨,téng,đằng,1,
䕩,䕩,lǎo,lỗ,1,
䕪,䕪,zé,~trách,1,
䕫,䕫,kuí,~quỳ,1,
䕬,䕬,jiāng,khương,1,
䕭,䕭,qián,~tùm,1,
䕮,䕮,jú,~cúc,1,
䕯,䕯,piáo,bèo,1,
䕰,䕰,fán,~phiền,1,
䕱,䕱,tóu,~đầu,1,
䕲,䕲,lǐn,lẫm,1,
䕳,䕳,mí,~mi,1,
䕴,䕴,zhuó,~đốt,1,
䕵,䕵,xié,~tà,1,
䕶,䕶,hù,hộ,1,
䕷,䕷,mí,mi,1,
䕸,䕸,jiē,giai,1,
䕹,䕹,zá,~tập,1,
䕺,䕺,cóng,~tùng,1,
䕻,䕻,lì,lệ,1,
䕼,䕼,rán,~nhiên,1,
䕽,䕽,zhú,~sộc,1,
䕾,䕾,yín,~ngân,1,
䕿,䕿,hàn,hán,1,
䖀,䖀,xiào,hiệu,1,
䖁,䖁,yì,~nghệ,1,
䖂,䖂,luán,loan,1,
䖃,䖃,yuè,~dược,1,
䖄,䖄,rán,~nhiên,1,
䖅,䖅,líng,~lăng,1,
䖆,䖆,niàng,~dạng,1,
䖇,䖇,yù,uất,1,
䖈,䖈,nüè,~ngược,1,
䖉,䖉,yú,ngư,1,
䖊,䖊,yì,~dịch,1,
䖋,䖋,nüè,~ngược,1,
䖌,䖌,yì,~dịch,1,
䖍,䖍,qián,kiền,1,
䖎,䖎,xiá,~giáp,1,
䖏,䖏,chǔ,~sở,1,
䖐,䖐,yín,ngân,1,
䖑,䖑,mì,mịch,1,
䖒,䖒,xī,~hy,1,
䖓,䖓,nà,nọi,1,
䖔,䖔,kǎn,khảm,1,
䖕,䖕,zǔ,~trở,1,
䖖,䖖,xiá,~giáp,1,
䖗,䖗,yán,nham,1,
䖘,䖘,tú,~đồ,1,
䖙,䖙,tī,đề,1,
䖚,䖚,wū,ô,1,
䖛,䖛,suǒ,~tỏa,1,
䖜,䖜,yín,hồi,1,
䖝,䖝,chóng,~trùng,1,
䖞,䖞,zhǒu,~trửu,1,
䖟,䖟,mǎng,mang,1,
䖠,䖠,yuán,~viên,1,
䖡,䖡,nǜ,nục,1,
䖢,䖢,miáo,miêu,1,
䖣,䖣,zǎo,~tao,1,
䖤,䖤,wǎn,~oản,1,
䖥,䖥,lí,mâu,1,
䖦,䖦,qū,uất,1,
䖧,䖧,nà,nài,1,
䖨,䖨,shí,thạch,1,
䖩,䖩,bì,~tất,1,
䖪,䖪,zī,~tư,1,
䖫,䖫,bàng,bạng,1,
䖬,䖬,zhà,trá,1,
䖭,䖭,juàn,~quyến,1,
䖮,䖮,xiǎng,~hưởng,1,
䖯,䖯,kuí,~quỳ,1,
䖰,䖰,pài,~phái,1,
䖱,䖱,kuāng,~khuông,1,
䖲,䖲,xún,tuần,1,
䖳,䖳,zhà,~trá,1,
䖴,䖴,yáo,riêu,1,
䖵,䖵,kūn,côn,1,
䖶,䖶,huī,~huy,1,
䖷,䖷,xī,he,1,
䖸,䖸,é,nga,1,
䖹,䖹,yáng,~dương,1,
䖺,䖺,tiáo,~điêu,1,
䖻,䖻,yóu,~du,1,
䖼,䖼,jué,~quyết,1,
䖽,䖽,lí,~lị,1,
䖿,䖿,lí,~lị,1,
䗀,䗀,chēng,~sanh,1,
䗁,䗁,jì,~kị,1,
䗂,䗂,hǔ,~hổ,1,
䗃,䗃,zhàn,~chiến,1,
䗄,䗄,fǔ,~bò,1,
䗅,䗅,cháng,~thường,1,
䗆,䗆,guǎn,quản,1,
䗇,䗇,jú,~cúc,1,
䗈,䗈,méng,mang,1,
䗉,䗉,chāng,~xương,1,
䗊,䗊,tàn,vẹm,1,
䗋,䗋,móu,mâu,1,
䗌,䗌,xīng,~tinh,1,
䗍,䗍,lǐ,lễ,1,
䗎,䗎,yān,~yên,1,
䗏,䗏,sōu,~sưu,1,
䗐,䗐,shī,~sắt,1,
䗑,䗑,yì,nhập,1,
䗒,䗒,bìng,tinh,1,
䗓,䗓,cōng,~thông,1,
䗔,䗔,hóu,hầu,1,
䗕,䗕,wǎn,~oản,1,
䗖,䗖,dì,đế,1,
䗗,䗗,jī,khiên,1,
䗘,䗘,gé,cáp,1,
䗙,䗙,hán,~can,1,
